phrase_name,tag_CK,count_CK,tag_j,count_j,total_count_CK,total_count_j,modified_count,modified_tag
白果樹,Nab,0,nr,28,0,28,2,nr
白楊,Nab,1,nr,134,1,134,14,nr
白楊木,Nab,0,nr,3,0,3,0,nr
白楊樹,Nab,3,nr,40,3,40,6,nr
白樺,Nba,2,nr,93,2,93,11,nr
白殼蛋,Nab,0,n,3,0,3,0,n
白水,Naa,2,nr,46,2,46,6,nr
白沙灣,Nca,2,ns,3,2,3,2,ns
白沙糖,Naa,0,nr,3,0,3,0,nr
白沫,Naa,6,n,79,6,79,13,n
白沫子,Naa,0,nr,3,0,3,0,nr
白河,Nca,1,ns,106,1,106,11,ns
白活,VA12,0,n,21,0,21,2,n
白浪滔天,VH11,0,i,8,0,8,0,i
白淨,VH11,3,nr,100,3,100,12,nr
白澳政策,Nba,0,nr,3,0,3,0,nr
白濛濛,VH11,2,"nr, z","12, 3",2,15,"2, 1","nr, z"
白灰,Naa,1,n,34,1,34,4,n
白煤,Naa,0,n,2,0,2,0,n
白熊,Nab,1,nr,58,1,58,6,nr
白熱化,VH16,11,n,103,11,103,20,n
白牡丹,Nab,1,nr,5,1,5,1,nr
白玉,Nab,11,nr,179,11,179,27,nr
白璧微瑕,VH11,0,i,2,0,2,0,i
白痢,Nad,1,n,3,1,3,1,n
白痴,Nab,20,nr,242,20,242,42,nr
白癬,Nad,0,n,3,0,3,0,n
白皙,VH11,12,nr,83,12,83,19,nr
白皚皚,VH11,2,z,7,2,7,2,z
白皮書,Nab,61,nr,95,61,95,64,nr
白皮松,Nab,0,nr,15,0,15,1,nr
白眼,Nac,5,n,170,5,170,21,n
白眼珠,Nab,0,nr,3,0,3,0,nr
白砂,Naa,3,n,3,3,3,3,n
白磷,Naa,0,nr,34,0,34,3,nr
白礬,Nab,0,n,10,0,10,1,n
白種,A,9,n,13,9,13,9,n
白種人,Nab,9,n,74,9,74,15,n
白米,Nab,10,nr,79,10,79,16,nr
白糖,"Naa, Nab","6, 0",n,69,6,69,19,n
白紗,Naa,5,n,4,5,4,4,n
白紙,Nab,33,n,292,33,292,58,n
白色,Nad,251,n,2756,251,2756,501,n
白花花,VH11,5,nr,158,5,158,20,nr
白茫茫,VH11,5,z,107,5,107,15,z
白菜,Nab,25,n,221,25,221,44,n
白蓮教,Nba,0,nr,142,0,142,14,nr
白薯,Nab,5,n,32,5,32,7,n
白蘆筍,Nab,0,nr,3,0,3,0,nr
白蘭地,Naa,24,nz,36,24,36,25,nz
白虎,Nba,4,nr,91,4,91,12,nr
白虎星,Nba,0,nr,4,0,4,0,nr
白蛇傳,Nba,5,nr,25,5,25,7,nr
白螞蟻,Nab,0,l,3,0,3,0,l
白蟻,Nab,9,n,141,9,141,22,n
白蠟,Naa,0,n,73,0,73,7,n
白血球,Naa,25,n,22,25,22,24,n
白血病,Nad,13,n,248,13,248,36,n
白衣,Nab,8,n,842,8,842,91,n
白衣大士,Nba,0,nr,3,0,3,0,nr
白衣天使,Nab,2,nr,14,2,14,3,nr
白話,VH11,38,n,127,38,127,46,n
白話文,Nac,25,nr,79,25,79,30,nr
白話文學,Nac,0,n,12,0,12,1,n
白話詩,Nac,5,nr,29,5,29,7,nr
白費,VJ1,15,n,96,15,96,23,n
白費心機,VH11,1,n,3,1,3,1,n
白送,VD1,0,nr,55,0,55,5,nr
白酒,Naa,4,n,248,4,248,28,n
白醋,Naa,2,n,26,2,26,4,n
白金,Naa,1,n,117,1,117,12,n
白金漢宮,Nca,4,nr,21,4,21,5,nr
白鉛礦,Naa,0,nr,3,0,3,0,nr
白銀,Nab,7,nr,334,7,334,39,nr
白銅,Naa,0,nr,56,0,56,5,nr
白鐵,Nab,0,n,11,0,11,1,n
白開水,Naa,7,nr,31,7,31,9,nr
白雪,Naa,56,nr,1572,56,1572,207,nr
白雪公主,Nba,8,nr,38,8,38,11,nr
白雲,Nab,70,nr,389,70,389,101,nr
白雲母,Nab,0,nr,3,0,3,0,nr
白雲蒼狗,VH11,1,nr,7,1,7,1,nr
白領階級,Naeb,5,n,3,5,3,4,n
白頭偕老,VH11,4,i,36,4,36,7,i
白頭到老,VH11,0,i,9,0,9,0,i
白頭翁,Nab,20,nr,12,20,12,19,nr
白食,Naa,1,n,10,1,10,1,n
白飯,Naa,7,n,21,7,21,8,n
白馬寺,Nca,0,nr,59,0,59,5,nr
白馬王子,Nab,21,nr,35,21,35,22,nr
白駒過隙,VH11,1,n,3,1,3,1,n
白骨,Nab,6,n,208,6,208,26,n
白髮,Nab,21,nr,423,21,423,61,nr
白髮蒼蒼,VH11,3,i,49,3,49,7,i
白鵝,Nab,14,nz,29,14,29,15,nz
白鵠,Nab,0,nr,3,0,3,0,nr
白鷺,Nab,26,nr,39,26,39,27,nr
白麵,Naa,9,n,155,9,155,23,n
白麵兒,Naa,0,nr,3,0,3,0,nr
白鼠,Nab,3,n,26,3,26,5,n
百,Neu,404,n,3336,404,3336,697,n
百乘,Naea,0,nz,3,0,3,0,nz
百代過客,Nab,0,i,3,0,3,0,i
百依百順,VI1,2,nz,32,2,32,5,nz
百出,VH11,16,m,107,16,107,25,m
百分數,Nac,0,m,35,0,35,3,m
百分比,Nac,45,n,202,45,202,60,n
百分法,Nad,0,n,3,0,3,0,n
百分率,Nad,3,n,26,3,26,5,n
百分點,Nac,25,m,720,25,720,94,m
百口莫辯,VH11,4,i,6,4,6,4,i
百合,Nab,26,n,182,26,182,41,n
百合花,Nab,8,n,44,8,44,11,n
百壽圖,Nab,1,n,3,1,3,1,n
百夫長,Nab,0,n,3,0,3,0,n
百姓,Nab,130,n,4176,130,4176,534,n
百孔千瘡,VH11,3,i,5,3,5,3,i
百官,Naea,9,n,529,9,529,61,n
百家姓,Naea,8,n,22,8,22,9,n
百家爭鳴,VA4,7,i,144,7,144,20,i
百密一疏,VH11,1,i,12,1,12,2,i
百尺竿頭,VH11,4,i,10,4,10,4,i
百工,Naea,0,n,3,0,3,0,n
百年好合,VH11,2,i,3,2,3,2,i
百年戰爭,Nba,0,nz,3,0,3,0,nz
百年樹人,VA4,2,n,6,2,6,2,n
百年紀念,Nad,0,n,3,0,3,0,n
百度表,Nab,0,n,3,0,3,0,n
百廢俱興,VH11,0,l,3,0,3,0,l
百廢俱舉,VH11,0,i,3,0,3,0,i
百廢待興,VH11,0,l,24,0,24,2,l
百廢待舉,VH11,5,i,3,5,3,4,i
百弊叢生,VH11,0,n,3,0,3,0,n
百思莫解,VI1,0,i,3,0,3,0,i
百感交集,VH21,6,n,93,6,93,14,n
百態,Naea,9,n,13,9,13,9,n
百態橫生,VH11,0,i,3,0,3,0,i
百慕達,Nca,1,nz,3,1,3,1,nz
百戰百勝,VH11,8,nz,62,8,62,13,nz
百折不回,VH11,1,i,10,1,10,1,i
百折不撓,VH11,0,i,31,0,31,3,i
百摺裙,Nab,1,nz,3,1,3,1,nz
百斯篤,Nad,0,nr,3,0,3,0,nr
百日咳,Nad,1,n,27,1,27,3,n
百日紅,Nab,0,nz,3,0,3,0,nz
百果,Naea,1,n,3,1,3,1,n
百業振興,VH11,0,nz,3,0,3,0,nz
百樂百福,Naea,0,nz,3,0,3,0,nz
百步穿楊,VH11,1,i,17,1,17,2,i
百無一失,VH11,0,i,4,0,4,0,i
百無一長,VH11,0,i,3,0,3,0,i
百無禁忌,VH11,4,i,16,4,16,5,i
百無聊賴,VH11,4,i,60,4,60,9,i
百物,Naea,1,n,3,1,3,1,n
百獸,Naea,3,n,28,3,28,5,n
百獸之王,Nab,0,i,3,0,3,0,i
百病,Naea,0,n,3,0,3,0,n
百發百中,VH11,2,nz,62,2,62,8,nz
百科全書,Nab,21,nz,221,21,221,41,nz
百結,Nad,0,n,3,0,3,0,n
百美圖,Nab,0,nz,3,0,3,0,nz
百老匯,Nca,12,n,65,12,65,17,n
百聞不如一見,VH11,0,i,9,0,9,0,i
百般,Dh,20,d,229,20,229,40,d
百花齊放,VH11,8,i,149,8,149,22,i
百草,Naea,1,n,54,1,54,6,n
百萬富翁,Nab,3,ns,65,3,65,9,ns
百葉窗,Nab,0,n,28,0,28,2,n
百衲本,Nab,0,n,19,0,19,1,n
百衲衣,Nab,0,n,10,0,10,1,n
百褶裙,Nab,2,n,14,2,14,3,n
百計千方,Dh,0,i,3,0,3,0,i
百讀不厭,VH11,0,i,2,0,2,0,i
百貨,Naea,198,n,335,198,335,211,n
百貨公司,Ncb,184,n,62,184,62,171,n
百貨商場,Ncb,4,n,3,4,3,3,n
百貨商店,Ncb,3,nt,52,3,52,7,nt
百貨店,Ncb,2,n,19,2,19,3,n
百貨業,Nad,25,n,2,25,2,22,n
百足,Nab,1,n,3,1,3,1,n
百身莫贖,VH11,0,i,3,0,3,0,i
百里香,Nab,0,n,3,0,3,0,n
百鍊成鋼,VH11,0,nz,13,0,13,1,nz
百靈,Nab,0,n,46,0,46,4,n
百靈花,Nab,0,n,3,0,3,0,n
百靈鳥,Nab,0,n,12,0,12,1,n
百骸,Naea,0,n,3,0,3,0,n
百鳥,Naea,2,n,29,2,29,4,n
皁莢,Nab,0,"n, v","16, 3",0,19,"1, 0","n, v"
的,"DE, Ta","1, 11579",uj,318825,11580,318825,74187,uj
的的確確,Dbb,7,d,64,7,64,12,d
的確,Dbb,569,d,2135,569,2135,725,d
的話,Cbab,1533,u,5054,1533,5054,1885,u
的黎波里,Nca,0,ns,62,0,62,6,ns
皆,Dab,972,d,7511,972,7511,1625,d
皆宜,VH11,7,nrt,3,7,3,6,nrt
皆知,VK1,18,i,3,18,3,16,i
皇,b,0,n,3844,0,3844,384,n
皇上,Nab,10,n,10776,10,10776,1086,n
皇位,Nac,2,n,844,2,844,86,n
皇儲,Nab,0,n,24,0,24,2,n
皇冠,Nab,20,n,111,20,111,29,n
皇后,Nab,57,n,3146,57,3146,365,n
皇土,Ncb,0,n,3,0,3,0,n
皇天,Nba,3,n,102,3,102,12,n
皇天后土,Naea,0,n,22,0,22,2,n
皇太后,Nab,2,nr,1056,2,1056,107,nr
皇太子,Nab,6,n,276,6,276,33,n
皇室,Ncb,43,n,927,43,927,131,n
皇宮,Ncb,0,n,1440,0,1440,144,n
皇家,Naea,59,n,1795,59,1795,232,n
皇帝,Nab,164,n,22050,164,22050,2352,n
皇族,Nab,7,n,480,7,480,54,n
皇朝,Nac,3,n,213,3,213,24,n
皇皇巨著,Nab,0,n,3,0,3,0,n
皇考,Nab,1,n,3,1,3,1,n
皇親國戚,Naeb,5,n,97,5,97,14,n
皇陵,Ncb,2,n,362,2,362,38,n
皈,b,0,v,47,0,47,4,v
皈依,"Nv3, VJ1","0, 9",v,257,9,257,59,v
皋,b,0,g,107,0,107,10,g
皎,b,0,zg,225,0,225,22,zg
皎如日星,VH11,0,v,3,0,3,0,v
皎潔,VH11,20,z,74,20,74,25,z
皓,b,0,nz,297,0,297,29,nz
皓月,Nab,1,nz,34,1,34,4,nz
皓月千里,VH11,0,nz,3,0,3,0,nz
皓然,VH11,0,a,3,0,3,0,a
皓白,VH11,0,nz,9,0,9,0,nz
皓皓,VH11,1,i,3,1,3,1,i
皓首,VH11,1,n,3,1,3,1,n
皓首窮經,VA4,0,i,7,0,7,0,i
皓髮,Naa,0,nz,3,0,3,0,nz
皓齒,Nab,0,nz,8,0,8,0,nz
皖,b,0,j,708,0,708,70,j
皖北,Nca,1,ns,81,1,81,9,ns
皖南,Nca,1,ns,145,1,145,15,ns
皙,b,0,g,32,0,32,3,g
皚,b,0,z,11,0,11,1,z
皚皚,VH11,2,z,39,2,39,5,z
皞,b,0,zg,18,0,18,1,zg
皤,b,0,g,8,0,8,0,g
皮,"Nab, VH11","102, 4",n,7184,106,7184,1532,n
皮下注射,VC32,0,l,3,0,3,0,l
皮下組織,Nad,1,n,33,1,33,4,n
皮件,Naeb,8,n,11,8,11,8,n
皮包,Nab,42,n,143,42,143,52,n
皮包骨,VH11,7,n,2,7,2,6,n
皮匠,Nab,6,n,79,6,79,13,n
皮厚,VH11,0,nr,4,0,4,0,nr
皮囊,Nab,2,n,111,2,111,12,n
皮夾,Nab,12,n,22,12,22,13,n
皮夾克,Nab,2,n,12,2,12,3,n
皮夾子,Nab,3,n,8,3,8,3,n
皮孔,Nab,1,n,3,1,3,1,n
皮層,Nab,1,n,232,1,232,24,n
皮帶,Nab,12,n,189,12,189,29,n
皮影戲,Nac,23,n,41,23,41,24,n
皮條,Nab,1,n,22,1,22,3,n
皮棉,Naa,0,n,23,0,23,2,n
皮殼,Naeb,0,n,3,0,3,0,n
皮毛,"Nad, Naeb","15, 0",n,317,15,317,76,n
皮毛之見,Nad,0,i,3,0,3,0,i
皮爾遜,Nba,1,nr,23,1,23,3,nr
皮球,Nab,31,n,237,31,237,51,n
皮疹,Naa,8,n,111,8,111,18,n
皮癢,VH11,0,n,3,0,3,0,n
皮相,Nad,1,n,7,1,7,1,n
皮相之士,Nab,0,nr,3,0,3,0,nr
皮破血流,VH11,1,n,3,1,3,1,n
皮笑肉不笑,VA4,0,i,23,0,23,2,i
皮筏,Nab,0,n,11,0,11,1,n
皮箱,Nab,6,n,95,6,95,14,n
皮肉,Naeb,18,n,321,18,321,48,n
皮肉生涯,Nad,0,i,3,0,3,0,i
皮脂,Naa,17,n,27,17,27,18,n
皮脂腺,Naa,3,n,43,3,43,7,n
皮膚,Naa,226,n,2763,226,2763,479,n
皮膚病,Nad,16,n,125,16,125,26,n
皮膚癌,Nad,6,n,32,6,32,8,n
皮膚科,Ncb,19,n,54,19,54,22,n
皮膚過敏,VH11,0,nz,3,0,3,0,nz
皮膜,Nab,5,n,3,5,3,4,n
皮蛋,Nab,0,n,22,0,22,2,n
皮衣,Nab,7,n,38,7,38,10,n
皮袋,Nab,2,n,55,2,55,7,n
皮襖,Nab,1,n,69,1,69,7,n
皮質,Naa,6,n,344,6,344,39,n
皮開肉綻,VH11,0,i,174,0,174,17,i
皮革,Nab,14,n,495,14,495,62,n
皮靴,Nab,3,n,111,3,111,13,n
皮鞋,Nab,37,n,479,37,479,81,n
皮黃,Nad,1,nr,4,1,4,1,nr
皮鼓,Nab,0,n,3,0,3,0,n
皰,b,0,n,51,0,51,5,n
皴,"Naa, VH11","0, 1",n,82,1,82,17,n
皴法,Nad,1,n,12,1,12,2,n
皺,VJ1,13,v,1256,13,1256,137,v
皺巴巴,VH11,0,z,28,0,28,2,z
皺摺,Nac,2,n,3,2,3,2,n
皺皺巴巴,VH11,0,z,10,0,10,1,z
皺眉,VA4,3,n,488,3,488,51,n
皺眉頭,VA4,5,v,187,5,187,23,v
皺紋,Nab,23,n,411,23,411,61,n
皺胃,Nab,0,n,3,0,3,0,n
皺褶,Nab,1,n,59,1,59,6,n
皺起,VC31,5,v,3,5,3,4,v
皿,b,0,x,28,0,28,2,x
盂,b,0,g,188,0,188,18,g
盂蘭盆會,Nad,2,ns,3,2,3,2,ns
盅,Nfe,4,q,233,4,233,26,q
盆,"!Nab, Nfe","0, 34",n,1064,34,1064,243,n
盆兒,Nab,0,n,3,0,3,0,n
盆地,Nab,77,n,2664,77,2664,335,n
盆子,Nab,5,n,119,5,119,16,n
盆景,Nab,9,n,144,9,144,22,n
盆栽,Nab,21,n,46,21,46,23,n
盈,b,0,n,390,0,390,39,n
盈利,Nad,2,n,896,2,896,91,n
盈月,Nab,0,n,3,0,3,0,n
盈滿,VH11,0,v,17,0,17,1,v
盈缺,Nad,0,n,3,0,3,0,n
盈虛,Nad,0,n,3,0,3,0,n
盈虧,Nad,11,n,69,11,69,16,n
盈貫,VH11,0,n,3,0,3,0,n
盈門,VH11,3,n,13,3,13,4,n
盈餘,Naeb,97,n,164,97,164,103,n
盉,Nab,0,zg,18,0,18,1,zg
益,Dfa,17,nr,514,17,514,66,nr
益加,Dfa,6,nr,3,6,3,5,nr
益友,Nab,16,nr,11,16,11,15,nr
益壽,VA4,1,nr,6,1,6,1,nr
益智,A,30,nr,35,30,35,30,nr
益智圖,Nab,0,nr,3,0,3,0,nr
益發,Dfa,14,nz,63,14,63,18,nz
益處,Nac,24,nz,101,24,101,31,nz
益蟲,Nab,3,nr,21,3,21,4,nr
益鳥,Nab,0,nr,22,0,22,2,nr
盍,b,0,g,26,0,26,2,g
盎,b,0,q,215,0,215,21,q
盎司,Nfg,2,q,113,2,113,13,q
盎斯,Nfg,2,nz,3,2,3,2,nz
盎然,VH11,42,z,136,42,136,51,z
盒,"!Nab, Nfe","0, 32",q,1086,32,1086,246,q
盒子,Nab,45,n,443,45,443,84,n
盒子槍,Nab,0,n,10,0,10,1,n
盒裝,A,3,n,6,3,6,3,n
盔,b,0,n,501,0,501,50,n
盔甲,Nab,8,n,202,8,202,27,n
盛,"VC2, VH11","17, 70",v,3260,87,3260,730,v
盛世,Nad,12,nr,211,12,211,31,nr
盛事,Nac,23,n,96,23,96,30,n
盛傳,VE2,11,v,64,11,64,16,v
盛典,Nac,3,b,73,3,73,10,b
盛名,Nad,35,v,299,35,299,61,v
盛名之累,Nad,2,l,3,2,3,2,l
盛唐,Ndaab,0,t,115,0,115,11,t
盛器,Nab,1,n,2,1,2,1,n
盛夏,Ndabb,0,nr,106,0,106,10,nr
盛大,VH11,50,b,616,50,616,106,b
盛宴,Nac,14,n,103,14,103,22,n
盛年,Nad,2,t,36,2,36,5,t
盛德遺範,Nad,0,nr,3,0,3,0,nr
盛怒,VH11,8,nr,132,8,132,20,nr
盛情,Nad,15,n,150,15,150,28,n
盛情難卻,VH11,4,l,15,4,15,5,l
盛意,Nad,1,v,24,1,24,3,v
盛暑,Ndabb,0,v,31,0,31,3,v
盛會,Nac,51,n,298,51,298,75,n
盛服,Nab,0,v,3,0,3,0,v
盛業,Nad,0,n,7,0,7,0,n
盛極必衰,VH11,0,l,3,0,3,0,l
盛氣,Nad,0,n,7,0,7,0,n
盛氣凌人,VH11,4,i,53,4,53,8,i
盛況,Nac,54,n,126,54,126,61,n
盛況空前,VH11,0,i,36,0,36,3,i
盛產,VC31,22,n,1323,22,1323,152,n
盛筵,Nac,1,n,3,1,3,1,n
盛筵難再,VH11,0,nr,3,0,3,0,nr
盛舉,Nac,0,v,15,0,15,1,v
盛菜,VA4,2,n,3,2,3,2,n
盛行,"Nv3, VK2","0, 101",v,1207,101,1207,332,v
盛衰,"Nv4, VH11","0, 6",nr,113,6,113,28,nr
盛裝,"VC33, VH11","0, 9",v,108,9,108,29,v
盛譽,Nad,1,n,81,1,81,9,n
盛開,VH11,34,v,609,34,609,91,v
盛飯,VA4,3,v,38,3,38,6,v
盜,"!Nab, VC31","0, 10",zg,2199,10,2199,448,zg
盜亦有道,VH11,0,l,11,0,11,1,l
盜伐,"Nv1, VC2","0, 2",n,5,2,5,2,n
盜匪,Nab,8,n,59,8,59,13,n
盜印,VC31,1,v,9,1,9,1,v
盜取,VC31,4,v,71,4,71,10,v
盜墓,VA4,2,n,413,2,413,43,n
盜壘,"Nv4, VA4","0, 4",n,3,4,3,4,n
盜汗,VA4,1,v,68,1,68,7,v
盜版,"Nad, VA4","22, 18",v,430,40,430,122,v
盜用,VC2,12,v,38,12,38,14,v
盜竊,Nad,0,v,259,0,259,25,v
盜賊,Nab,8,n,265,8,265,33,n
盜賣,VC31,2,v,43,2,43,6,v
盜領,VC31,5,v,3,5,3,4,v
盜首,Nab,0,v,3,0,3,0,v
盞,Nfa,45,q,1008,45,1008,141,q
盟,b,0,n,807,0,807,80,n
盟主,Nab,7,n,526,7,526,58,n
盟兄弟,"Nab, Naeb","0, 0",n,9,0,9,1,n
盟友,Nab,2,n,253,2,253,27,n
盟國,Nab,18,n,379,18,379,54,n
盟旗,Nab,0,n,3,0,3,0,n
盟書,Nab,0,n,3,0,3,0,n
盟機,Nab,0,n,3,0,3,0,n
盟約,Nac,1,n,119,1,119,12,n
盟誓,Nad,0,n,106,0,106,10,n
盟軍,Naeb,46,n,385,46,385,79,n
盟邦,Nac,6,n,33,6,33,8,n
盡,"Dab, VJ1","134, 177","v, zg","10117, 2",311,10119,"2182, 121","v, zg"
盡人事,VA4,0,l,20,0,20,2,l
盡付東流,VH11,0,l,3,0,3,0,l
盡其在我,VH11,3,i,3,3,3,3,i
盡其所有,VA4,0,c,3,0,3,0,c
盡其所長,VA4,0,i,3,0,3,0,i
盡力,VH11,82,d,884,82,884,162,d
盡力而為,VA4,3,i,68,3,68,9,i
盡善盡美,VH11,9,i,68,9,68,14,i
盡失,VH17,18,v,3,18,3,16,v
盡孝,VA4,1,v,45,1,45,5,v
盡心,VH11,37,d,224,37,224,55,d
盡心盡力,VA4,0,i,65,0,65,6,i
盡忠,VA4,5,v,187,5,187,23,v
盡忠報國,VA4,2,i,54,2,54,7,i
盡情,Dh,63,d,446,63,446,101,d
盡意,VA4,2,d,3,2,3,2,d
盡散,VH17,0,v,3,0,3,0,v
盡數,Dab,1,d,834,1,834,84,d
盡本分,VH11,0,d,3,0,3,0,d
盡歡,VA4,1,v,19,1,19,2,v
盡然,VH11,2,c,37,2,37,5,c
盡義務,VA4,3,l,22,3,22,4,l
盡職,"Nv4, VA4","0, 9",v,81,9,81,24,v
盡致,b,0,c,8,0,8,0,c
盡興,VH11,28,d,80,28,80,33,d
盡責,VA4,12,v,26,12,26,13,v
盡責任,VA4,4,l,3,4,3,3,l
盡頭,Ncdb,52,d,675,52,675,114,d
監,b,0,"vn, zg","2444, 2",0,2446,"244, 0","vn, zg"
監事,Nab,19,n,292,19,292,46,n
監修,VC2,1,vn,3,1,3,1,vn
監印,VC33,0,vn,3,0,3,0,vn
監國,VA4,0,ns,3,0,3,0,ns
監場,VA4,0,n,4,0,4,0,n
監委,Nab,15,n,3,15,3,13,n
監守自盜,VA4,1,i,7,1,7,1,i
監宮,VA4,0,n,3,0,3,0,n
監察,VC2,24,vn,1339,24,1339,155,vn
監察員,Nab,0,n,31,0,31,3,n
監察委員,Nab,0,n,3,0,3,0,n
監察權,Nad,1,n,20,1,20,2,n
監察院,Nca,28,n,146,28,146,39,n
監察院長,Nab,2,n,3,2,3,2,n
監工,"Nab, Nv4, VA4","9, 0, 9",vn,71,18,71,37,vn
監房,Ncb,0,vn,3,0,3,0,vn
監押,VC2,0,vn,30,0,30,3,vn
監測,"Nv4, VC2","0, 85",vn,1002,85,1002,276,vn
監牢,Nab,6,n,42,6,42,9,n
監犯,Nab,0,n,2,0,2,0,n
監獄,Ncb,62,n,980,62,980,153,n
監督,"Nab, Nv1, VC2","12, 0, 173",vn,7969,185,7969,2557,vn
監票,VA4,1,n,10,1,10,1,n
監禁,"Nv1, VC33","0, 11",vn,444,11,444,98,vn
監管,"Nv1, VC2","0, 7",vn,1144,7,1144,235,vn
監考,VA4,10,vn,70,10,70,16,vn
監製,VC31,2,vn,43,2,43,6,vn
監視,"Nv1, VC2","0, 40",v,1025,40,1025,241,v
監視器,Nab,14,n,60,14,60,18,n
監試,VA4,2,vn,3,2,3,2,vn
監課,VA4,0,n,3,0,3,0,n
監課所,Ncb,0,n,3,0,3,0,n
監護,"Nv1, VC2","0, 4",vn,488,4,488,101,vn
監護人,Nab,7,n,164,7,164,22,n
監軍,VA4,0,n,3,0,3,0,n
監造,VC31,17,vn,45,17,45,19,vn
監院,Ncb,2,n,6,2,6,2,n
監靶手,Nab,0,n,3,0,3,0,n
盤,"!Nab, Nfb, Nfe, VC33","0, 169, 0, 8",q,3846,177,3846,1697,q
盤住,VC2,0,v,3,0,3,0,v
盤古,Nba,2,ns,135,2,135,15,ns
盤古開天,Nad,0,nr,3,0,3,0,nr
盤問,"Nv1, VE11","0, 8",v,198,8,198,46,v
盤坐,VA12,6,v,11,6,11,6,v
盤子,Nab,42,n,427,42,427,80,n
盤尼西林,Naa,3,ns,21,3,21,4,ns
盤庫,VA4,0,n,2,0,2,0,n
盤弄,VC2,0,v,5,0,5,0,v
盤據,VH14,9,n,11,9,11,9,n
盤整,"Nv1, VC2","0, 27",vn,26,27,26,29,vn
盤旋,VA11,55,v,501,55,501,99,v
盤旋曲折,VH11,0,n,3,0,3,0,n
盤曲,VH11,0,n,16,0,16,1,n
盤查,VC2,15,vn,107,15,107,24,vn
盤根錯節,VH11,3,i,55,3,55,8,i
盤桓,VA11,5,nr,137,5,137,18,nr
盤槓子,Nad,0,nr,3,0,3,0,nr
盤石,Nab,0,n,15,0,15,1,n
盤算,VE2,25,v,471,25,471,69,v
盤結,VH11,0,v,3,0,3,0,v
盤繞,VA12,4,v,32,4,32,6,v
盤纏,Naeb,2,v,191,2,191,20,v
盤腿,VA4,2,n,94,2,94,11,n
盤膝,VA12,7,v,181,7,181,24,v
盤詰,"Nv1, VC2","0, 0",v,19,0,19,3,v
盤谷,Nba,3,n,3,3,3,3,n
盤費,Naeb,0,n,20,0,20,2,n
盤賬,VA4,0,v,3,0,3,0,v
盤踞,VC1,9,v,187,9,187,26,v
盤迴,VH11,0,v,3,0,3,0,v
盤錯,VH11,0,v,3,0,3,0,v
盤面,Nac,39,n,126,39,126,47,n
盤香,Nab,0,nr,6,0,6,0,nr
盤點,VC2,4,n,73,4,73,10,n
盥,b,0,b,24,0,24,2,b
盥洗,VA4,9,b,29,9,29,11,b
盥洗室,Ncb,8,n,16,8,16,8,n
盥漱,VA4,0,v,9,0,9,0,v
盦,b,0,zg,12,0,12,1,zg
盧,Nbc,22,"nr, zg","801, 3",22,804,"95, 4","nr, zg"
盧布,"Naeb, Nfg","2, 0",nr,334,2,334,68,nr
盧梭,Nba,8,nr,163,8,163,23,nr
盧森堡,Nca,6,nr,270,6,270,32,nr
盧比,"Naeb, Nfg","1, 13",nrt,171,14,171,46,nrt
盪,b,0,zg,2,0,2,0,zg
盪口,VA4,0,v,3,0,3,0,v
盪滌,VH11,0,v,31,0,31,3,v
盪漾,VH11,12,v,210,12,210,31,v
盪舟,VA4,0,v,3,0,3,0,v
盪鞦韆,VA4,5,i,34,5,34,7,i
目,Nfa,8,t,5518,8,5518,559,t
目下,Dd,3,t,130,3,130,15,t
目不交睫,VH11,0,i,4,0,4,0,i
目不斜視,VH11,0,l,32,0,32,3,l
目不暇給,VH11,20,i,6,20,6,18,i
目不識丁,VH11,3,i,22,3,22,4,i
目不轉睛,VA4,6,i,240,6,240,29,i
目中無人,VH11,5,i,44,5,44,8,i
目使頤令,VH11,0,v,3,0,3,0,v
目光,Nad,97,n,3368,97,3368,424,n
目光如炬,VH11,0,i,16,0,16,1,i
目光如豆,VH11,2,i,2,2,2,2,i
目光炯炯,VH11,4,i,52,4,52,8,i
目前,Nddc,0,t,18396,0,18396,1839,t
目力,Nad,1,n,36,1,36,4,n
目指氣使,VH11,0,n,3,0,3,0,n
目擊,VE2,37,v,80,37,80,41,v
目擊者,Nab,0,n,61,0,61,6,n
目標,Nac,1227,n,11527,1227,11527,2257,n
目標線,Nab,0,n,3,0,3,0,n
目次,Nac,0,t,3,0,3,0,t
目無全牛,VH11,0,i,3,0,3,0,i
目無尊長,VH11,0,i,8,0,8,0,i
目無法紀,VH11,1,i,8,1,8,1,i
目的,Nac,1049,n,9440,1049,9440,1888,n
目的地,Ncb,67,n,1471,67,1471,207,n
目的物,Nab,0,n,3,0,3,0,n
目眩,VH11,12,v,58,12,58,16,v
目眩神迷,VH11,1,i,3,1,3,1,i
目眶,Nab,1,n,3,1,3,1,n
目睹,VE2,72,v,884,72,884,153,v
目瞪口呆,VH11,20,i,444,20,444,62,i
目空一切,VH11,0,i,30,0,30,3,i
目色,Nad,0,n,3,0,3,0,n
目蓮救母,Nad,0,n,3,0,3,0,n
目送,VE2,10,v,174,10,174,26,v
目錄,Nab,123,n,2256,123,2256,336,n
盯,VC2,54,v,1977,54,1977,246,v
盯梢,VA4,3,v,21,3,21,4,v
盲,VH11,26,n,403,26,403,63,n
盲人,Nab,39,n,352,39,352,70,n
盲人摸象,VA4,0,n,11,0,11,1,n
盲啞,A,1,a,3,1,3,1,a
