file,no,content,a,b,c,d,e,ans
2016-08-02-11-37-06.txt,5,宜兰县︽⊙＿⊙︽湖北村的螃蟹冒泡是夏天消暑的好去处，地点位于从员山过了茄苳桥后台九甲线路旁，是通往双连埤与福山植物园的必经之地。大湖地区由于水源丰沛，所以很多地方都有涌泉，此地就是一处自然形成的地底涌泉区。此处位处沙地，地底下有十几个直径大约10公分的小洞，当地下水从池子底部涌出时，会从池底冒出很多的小泡泡，池底的细沙会随着泡泡翻动，感觉很像螃蟹吐泡泡，故此地被当地居民称为『毛蟹冒泡』&lt;此段引用,一带,东东芋圆,玉井,员山乡,阿凯,d
2016-08-02-11-37-06.txt,4,喜欢米堤的假山瀑布，喜欢它的豪华门面，喜欢它的附加设施，更喜欢米堤全体上下员工给人宾至如归的服务，这趟︽⊙＿⊙︽行能有个舒服的一晚都拜米堤所赐，我相信米堤给顾客的好印象，也会使饭店价值提升，再者︽⊙＿⊙︽高级的饭店不多，回锅率一定是高居不下的,美术馆,秋意,轻井泽,顶溪社区,溪头,e
2016-08-02-12-39-15.txt,1,"跟 白金 platinum还有下面要介绍的 水银 mercury 一样,都是在霓采︽⊙＿⊙︽霜这",元祖,眼影,工场,矿车,一碟,b
2016-08-02-12-39-15.txt,2,而是这里环境还算干净又有冷气~所以已经很习惯到︽⊙＿⊙︽会先坐到陈家里点些小东西来,画上,安平,外皮,概念,投影,b
2016-08-02-12-39-15.txt,3,老爷大饭店在旗下有~台北老爷酒店、新竹老爷酒店、知本老爷酒店及︽⊙＿⊙︽老爷酒店,民艺街,礁溪,桑拿,山上,瓦城泰国料理,b
2016-08-02-12-39-15.txt,4,皮脂分泌旺盛的年轻肌肤，容易成为青春痘菌的乐园。痘菌释放出解脂酵素来分解肌肤过多的皮脂，将皮脂转化为它们的美食，剩下的残余物则变成游离脂肪酸，刺激毛孔，引起发炎症状。︽⊙＿⊙︽特别针对痘菌的饮食习惯下手,艾杜纱,origins,茶籽油,红魔束,婊姐,a
2016-08-02-12-39-15.txt,5,"""这里简单的纪录一下修护和完成后的模样，希望未来龙田役场这么棒的地方可以做更多元的功用，因为不靠政府保存，需要靠民间的力量把这个历史建物保留下来，当然修护或维护老屋，也需要认同理念的人一起出钱出力，如果要捐款，请洽役场脸书上的联络方式。目前这里不定期举办一些有趣的活动和市集，大家有空来台东，不妨来这个特别的老屋走走。︽⊙＿⊙︽鹿野乡龙田村光荣路135""",火车头,中山,旅晶,台东县,宜兰头城,d
2016-08-02-13-41-21.txt,1,这里的池是直接与外面的︽⊙＿⊙︽相通的，所以除了鱼外，也有机会钓到螃蟹及其他海里生物,牛骨汤,淡水,水解,泰铢,靠柜,b
2016-08-02-13-41-21.txt,4,鱼的部分，招牌酱烤台湾鲷也很好吃唷~~酱汁︽⊙＿⊙︽入味，这盘一下子就被秒杀啦x,馅料,平溪乡,太酸,关山,烧烤,e
2016-08-02-13-41-21.txt,3,除了咖啡本身的香醇吸引不少饕客之外，3d壁画及老夫子的︽⊙＿⊙︽让美仑咖啡成为近来很夯的景,野柳,特区,彩绘村,阿家,台中金典酒店,c
2016-08-02-13-41-21.txt,2,正兴街与国华街交岔路口~︽⊙＿⊙︽甘味处、小满食堂、iori tea hous,格兰德,正色,蜷尾家,乔巴,一皿,c
2016-08-02-13-41-21.txt,5,巴洛克建筑，是︽⊙＿⊙︽的特色　左右牌楼的不同建筑　在在代表了那个年代的那些故事,大溪老街,修建,水源,汕尾,小琉球,a
2016-08-02-14-43-31.txt,1,站在︽⊙＿⊙︽车站会有一种错觉，怎么前面是木造的车站，后面又是现代化高架的车站x,竹田,桃色,毛色,乐福鞋,视力,a
2016-08-02-14-43-31.txt,2,花东的海味：路边现杀海胆、阿美族熏烤飞鱼、新社噶玛兰野生龙虾、︽⊙＿⊙︽旗鱼大,恩赐,成功,烤盘,法义,玩色,b
2016-08-02-14-43-31.txt,3,nereus高效渗透︽⊙＿⊙︽真的精华液超水润～敷上去会觉得补给了好多精华在脸上,蔡亮,刷毛,保湿面膜,uemura,suqqu,c
2016-08-02-14-43-31.txt,5,一口咬下才发现，这︽⊙＿⊙︽酥里有真材实料的︽⊙＿⊙︽馅，甜而不腻还包藏着麻糬在内，也让入口的感觉更有层次,大鹏湾,手艺,高粱,西湖,芋头,e
2016-08-02-14-43-31.txt,4,画中记录当时儿童衣物与桌上很赞的玩具，可以看出这家中小孩受到宠爱的程度，墙上的日历11月12日正巧是孙︽⊙＿⊙︽生日应该是别有含意,乡村,新盖,湖西乡,莫内花园,中山,e
2016-08-02-15-45-39.txt,2,鄂王社区邻近宜兰河支流︽⊙＿⊙︽沟，清朝船运兴盛之际，百工匠师汇聚在此，修筑城内庙宇,西门,小碗,瘦子,莫代尔,围裙,a
2016-08-02-15-45-39.txt,1,✦ 全新瞬白奇迹持久︽⊙＿⊙︽升级版 spf50+ pa++   30ml  nt$1800  全6,梯田,粉底液,白木,芒草,杂货,b
2016-08-02-15-45-39.txt,4,永远买不够买了还想再买，用了还想再用，我日常妆容超过一大半都是用︽⊙＿⊙︽来完,百合花,青汁,霓净思,身体防晒,lunasol,e
2016-08-02-15-45-39.txt,3,到︽⊙＿⊙︽北竿，除了芹壁聚落是个很值得待的地方，其他地方也是可以去走走拍照，骑摩托车大概花个半天就可以逛完,晶华酒店,马祖,指引方向,周家庄,历史性,b
2016-08-02-15-45-39.txt,5,话说，走这一趟︽⊙＿⊙︽，真的看到很多风灾的后续影响、或是整建工程仍在持续啊.....,台东,田山,闽南书院,四草大桥,玉泉,a
2016-08-02-16-47-48.txt,1,周六下午来到白河靠近台南与︽⊙＿⊙︽交界的小村落，乡间的一条小道上，初夏的此时，整条路上都散发着金黄色的光芒~,疹子,嘉义,恰恰好,汉娜,木舟,b
2016-08-02-16-47-48.txt,3,周休懒懒的起床后，从世贸/101站 前往东门站，前往︽⊙＿⊙︽街很有名的早午餐『eating time,西门町,大陆,中寮,小吃,永康,e
2016-08-02-16-47-48.txt,4,要不然一样是花东纵谷一样的水源，为何︽⊙＿⊙︽、富里或关山就是没有池上米的名号呢,玉里,双连,御室,一心一路,安平港,a
2016-08-02-16-47-48.txt,2,"""继续往︽⊙＿⊙︽村方向走，沿着瑞峰国小的围墙边往下开，就会抵达""""黑糖农庄""""，他们可是面包大师""""吴宝春""""指定选用的黑糖^""",烤贝,娃娃,关山,脑海,乳酸,c
2016-08-02-16-47-48.txt,5,南投的腹地很大！埔里算是离台中来说距离算近的一块，也是通往日月潭、清境、︽⊙＿⊙︽、纸教堂等地方会经过的区块,旗津,驾车,九族文化村,人潮,七美岛,c
2016-08-02-17-49-56.txt,1,mac antonio lopez ︽⊙＿⊙︽ face palette – limited edition – $46.5,台词,腋毛,pink,乐扣,老房,c
2016-08-02-17-49-56.txt,2,番茄可以生食，也可以入菜，是营养丰富、物美价廉的健康蔬果，每天吃番茄更是对健康有很大的帮助。台︽⊙＿⊙︽的农业改良场为了让番茄能耐热栽种，特地从亚洲蔬菜中心进行杂交授粉，这个中心成立于1973年，是亚洲银行与美、日、韩、泰、菲和台湾共同赞助，专门从事热带蔬果改良的研究，从成立以来，就不断搜集世界各地各种蔬菜作物的种源，对国内蔬果的品种改良帮助非常大,腰头,南区,粉红,黛安娜,学会,b
2016-08-02-17-49-56.txt,4,把︽⊙＿⊙︽从盒子里面拿出来看看，可以发现每个︽⊙＿⊙︽都有一个精典的娃娃头呢,于刚,prada,cleansing,夹心,指甲油,e
2016-08-02-17-49-56.txt,3,我也喜欢南方庄园的早餐，同样是自助吧的方式提供，有现煎欧姆蛋、太阳蛋、︽⊙＿⊙︽式多样餐点，面包、沙拉、优格、咖啡机、果汁、牛奶等等,中西,灵魂,鹅姐,金仑,苓雅区,a
2016-08-02-17-49-56.txt,5,"""浴室里的盥洗用沐浴乳、洗发乳。再来看看早餐吧！康桥的早餐真的是令我惊艳，一晚2000左右的住宿，早餐竟然如此丰盛！峰大不讳言曾经在台北︽⊙＿⊙︽住宿一晚4000元的旅馆，早餐还不如康桥商旅呢""",园站,跨海大桥,武岭,北投,延途,d
2016-08-02-18-52-03.txt,2,哈，我终于到了这个奇形怪状的博物馆了！之前看到好多人在介绍这个特别造型的︽⊙＿⊙︽时，就一直很想去！这次宜兰行的行程虽然是在罗东，可是我还是骑着摩托车从罗东奔去头城，幸好原本下着雨的天气转为了阴天，不晒又舒服，慢慢骑着机车晃到头城，不过有点远，骑久了还真累咧,梅子,影子,口袋,兰阳博物馆,手环,d
2016-08-02-18-52-03.txt,1,为了怕大家走路会把︽⊙＿⊙︽漏出来~另外还有贴心附上一个小贴纸可以把封口贴制优!!这样保养液就可完全密封在里面,茶坊,精华液,味全,共生,全州,b
2016-08-02-18-52-03.txt,3,"""原本是打算把另一瓶完美靓亮水︽⊙＿⊙︽送给你们的 但我真的太干就直接拆了先使用""",山梨醇,holika,精华液,smashbox,鼠尾草,c
2016-08-02-18-52-03.txt,4,同行这一团里不只3c类的，有各领域的部落客，所以有些是小米认识的朋友，有的真的是第一次见面，还好工作人员有帮忙介绍了一下，从台北到云林︽⊙＿⊙︽大约要三小时的行程式，所以大家就开始 zzzz....z.z.z..z.zzzz了,紫宸殿,竹子湖,宝岛,虎尾,东海大学,d
2016-08-02-18-52-03.txt,5,接着要分享一下的是这阵子平常的上班妆，可以看看不用色系︽⊙＿⊙︽画起来的感觉这样唷,消肿,neom,眼线,蜜葳特,皂类,c
2016-08-02-19-54-11.txt,1,这是昨晚在麦当劳的战利品~日本的kitty~今天跑去了︽⊙＿⊙︽晒晒太阳~其实这篇文章不太多的文字...只是想让大家看看艳阳高照的海边~因为每年夏天~好像就是该到海边走走~或许~不是玩水~或许就只是单纯地看看海,单品,大战,桂圆,北海岸,燕窝,d
2016-08-02-19-54-11.txt,3,说真的，除了在︽⊙＿⊙︽之外，熊几乎没有对任何台湾其他地方的饭店bar有任何感,都兰,米兰,汕头火锅,品茗,台北,e
2016-08-02-19-54-11.txt,2,︽⊙＿⊙︽车站奇特景观，︽⊙＿⊙︽村的纯朴宁静的村庄，貂山古道的幽静清闲步道，各各让我印象深,卫衣,离境,牡丹,高铁,间距,c
2016-08-02-19-54-11.txt,4,明明很忙的二姐，还抽时间带我们到镇上吃饭，真是太热情。原本要去吃消防局旁边的无名板条，结果关店，改去中正路后方︽⊙＿⊙︽街上的日胜饮食店，这间可是间老店，以前蒋经国先生曾来吃过三次，生意很好，假日没订位应该没的吃，里面都是道地的客家菜,海面,福隆,义大世界,和平,医学,d
2016-08-02-19-54-11.txt,5,︽⊙＿⊙︽的这个发电厂非常现代化，非常环保，干净到都可以随时让人参观的地步，是台湾垃圾发电厂的先驱之一。如果你身边有带着小朋友的话，不妨顺便上个机会教育，培养小孩环保的概念,扇形车站,树湖,高雄,西湖,奥克兰,c
2016-08-02-20-56-19.txt,1,落羽松的叶姿轻盈飘逸，掉落时似如飘落的羽毛，很是优雅，我们这天十点从︽⊙＿⊙︽出发，既赏美景又吃到地方美食，四点刚好回︽⊙＿⊙︽接小孩下课，好完美的时程~,板桥,肚肚,肯吉丘,用心,沙朗,a
2016-08-02-20-56-19.txt,2,店内招牌是知名的︽⊙＿⊙︽冰淇淋，怀念的古早味枝仔冰，在深坑也吃得到，这间︽⊙＿⊙︽冰淇淋店，有提供各式各样的口味选择,大奖,深坑豆腐,意愿,城中心,线笔,b
2016-08-02-20-56-19.txt,4,不过时间过的很快，很快的就到出发的时间，于是大伙儿在︽⊙＿⊙︽高铁站集结后，准备向福寿山出发！,田村,来品,大员,赏桐花,台中,e
2016-08-02-20-56-19.txt,5,车上使用的是garmin的导航系统，如果是从家车带的话可能来到︽⊙＿⊙︽也找不到路，这里集结了︽⊙＿⊙︽所有热门旅游景点，就像我事先没做太多功课，直接使用导航内的景点到处玩,展馆,通化街夜市,米亚丸,竹南,金门,e
2016-08-02-20-56-19.txt,3,︽⊙＿⊙︽码头沿岸有一整排的苦楝花，虽然数量不少，不过多属幼木不大株，一眼望过去并没有美丽的感觉，还是近观特写比较水。苦楝花的花心为深紫色，四周花瓣为白色，经过会闻到一股独特香气，苦楝素据说可作为高效杀虫剂,瑞穗,埔里酒厂,淡水,艺术,兴隆路,c
2016-08-02-21-58-27.txt,2,古都︽⊙＿⊙︽，除了有著名的美食外，更是一本活教材，两天一夜的︽⊙＿⊙︽轻旅行，let's go,佐餐,五色,台南,药妆店,书柜,c
2016-08-02-21-58-27.txt,1,"很厉害, 他除了能修饰肤色之外, 还有超高的的防晒系数, 而且︽⊙＿⊙︽力很好",海盗,歇角,遮瑕,区位,联络,c
2016-08-02-21-58-27.txt,4,今年圣诞彩妆。默默的被︽⊙＿⊙︽的超值组合点火以后....也默默的订了美谛高丝的圣诞组,lunasol,霓净思,肌能,补货,身体防晒,a
2016-08-02-21-58-27.txt,3,蕃薯藤有机手工烘培就位于大溪tina厨房隔壁，几位友人都给予蕃薯藤的有机面包好评价，连远在苗栗︽⊙＿⊙︽开民宿的前长官，都是采买这家的面包来当客人的早餐点心,安平港,南庄,筲箕,村岗北路,阿淳,b
2016-08-02-21-58-27.txt,5,走→松园别馆喝咖啡→远雄悦来大饭店休息→花莲夜市吃小吃→︽⊙＿⊙︽店→海埔蚵仔煎→来成排骨面→回饭,香肉,桃园市,金枣,永安,公正包子,e
2016-08-02-23-00-35.txt,2,天台一直都是︽⊙＿⊙︽的重要指标，这栋楼现在也很方便，里面有很便宜的火锅店，也有很便宜的ｋｔｖ，还有很便宜的ｍｔｖ,信仰,三格,消费者,三重,名代,d
2016-08-02-23-00-35.txt,1,我瞄了那蛋饼一眼没表示意见，因为那张蛋饼照是大没错，但好像也没有太过厉害的样子，不过因为我没作功课，也不知附近那有好吃的，只好被肚子饿的咕咕叫的右上带到︽⊙＿⊙︽老街，更正确的是︽⊙＿⊙︽传统市场旁这间在台北我经过一百次也不会走进去的店..,便利性,沙美,英文字母,淡妆,唇况,b
2016-08-02-23-00-35.txt,3,这是我第二次去香草菲菲，九月中员工旅游的行程和我今年四月初和朋友去的行程︽⊙＿⊙︽小,三貂岭,尚德,政府,市长,大同,e
2016-08-02-23-00-35.txt,4,这个我之前在︽⊙＿⊙︽夜市有看到，一次要一百块，这边一颗只要30元，还挺划算的勒,环路,台南,三貂岭,王公,树林,b
2016-08-02-23-00-35.txt,5,因此 台北=&gt;︽⊙＿⊙︽天元宫=&gt;︽⊙＿⊙︽阿给=&gt;回家睡觉 这样的行程就出现,埔里酒厂,兴隆路,淡水,凌霄阁,雁塔,c
2016-08-03-00-02-43.txt,2,夜晚伴随阵阵蛙鸣到天亮，可惜当天云层太厚，看不到日出，改走到民宿斜对面的︽⊙＿⊙︽国小晃,隙顶,全餐,条码,光头,大家庭,a
2016-08-03-00-02-43.txt,3,而且它的︽⊙＿⊙︽我这边就要详细地大力称赞一下了 比起台制平价的面膜︽⊙＿⊙︽ lululun的︽⊙＿⊙︽比较没有那么,酸碱,染剂,holika,smashbox,精华液,e
2016-08-03-00-02-43.txt,1,另外在彩虹来了旁边的一间小小的老房子里，也新开了一间可爱的散步甜食店”︽⊙＿⊙︽”，卖的是相当浓郁美味的冰淇淋和一些小点心，虽然老房子的店面很小，但是却布置得相当有日本味，好像在京都里的一些小店，十分有味道,戒指,毒素,蜷尾家,机票,眼袋,c
2016-08-03-00-02-43.txt,5,很久没到︽⊙＿⊙︽了，其实现在︽⊙＿⊙︽是个很棒的休闲旅游去处。现在又多个滑水活动可以体验喔,茶坊,邮局,合富轮,桃园机场,莲池潭,e
2016-08-03-00-02-43.txt,4,后来我只好非常认真的早晚都保养，外加偶尔还会宵夜湿敷个经典有机植萃系列︽⊙＿⊙,蔻萝兰,化妆水,holika,纹路,水肿,b
2016-08-03-01-04-51.txt,1,这次新入手的开架castledew︽⊙＿⊙︽其实手滑到很扯的程度完全都是自己烧自己,平菁,冷凝,眼影,技能,木造,c
2016-08-03-01-04-51.txt,3,媒体记者会当天还特别从日本请来植村秀的国际艺术总监来示范这季秋冬brave ︽⊙＿⊙︽的彩妆趋,全馆,乳是,音波净肤仪,beauty,淡斑精华,d
2016-08-03-01-04-51.txt,2,与我的肤色搭配起来，整个就是『完美』两字形容，要让我喜欢的︽⊙＿⊙︽，真的不容易找,唇膏,港剧,客邦,开园,眷村,a
2016-08-03-01-04-51.txt,5,吃饱喝足继续在︽⊙＿⊙︽台2线上奔驰，车子开过三芝市区，看到民主公王水车园区指示牌右转100公尺即达，这里距离越南小栈约10分钟车程，三芝市区不到5分钟车程,百里香牛肉面,嘉义东石,北海岸,溜滑梯,热血,c
2016-08-03-01-04-51.txt,4,旅行组内的化妆水是跟我买的一样的浓厚款化妆水，︽⊙＿⊙︽的话这是我第一次用，还满好用的耶...,水彩,乳液,pupa,果香,lauder,b
2016-08-03-02-06-58.txt,1,还有尼力一直想去的白树社区小小︽⊙＿⊙︽，我也很喜欢︽⊙＿⊙︽，感谢尼力带我踩了一个新景点,无菜,彩绘村,临场,八辑,鞋带,b
2016-08-03-02-06-58.txt,2,通常这要那种做得非常滋润浓稠的︽⊙＿⊙︽才有办法做到 要像百匡这瓶一样单纯清爽的水状根本不可能!!,客气,化妆水,顺路,政府,铁皮,b
2016-08-03-02-06-58.txt,4,比起#petal ︽⊙＿⊙︽颜色更红一点、橙一点、珊瑚一点，饱和度更好，但同样是暖色的呈现，如果想要更存在感的色调，但又是比较安全一点的，就可以参考这个#coral reef，柔嫩粉彩的珊瑚色调,实搭性,pink,蛋肌,diptyque,derma,b
2016-08-03-02-06-58.txt,3,因为邻近︽⊙＿⊙︽的关系，所以可以看到不时冒烟的大烟囱，社区居民还提倡环保，向︽⊙＿⊙︽要废材来重新打造出家具用品再贩售，而椰子壳则可以重新再造二胡，让废物再次利用,合富轮,南屯,办理,工业区,岩山,d
2016-08-03-02-06-58.txt,5,最值得称许的是，除了隐约的浮雕chanel logo外，下方压有法文joie de vivre字样，意思指生活的乐趣，甚至是生活的热情等 ...，除此之外，没有再讨人厌的压上make up或是︽⊙＿⊙︽等字样，反而让这样chanel结合joie de vivre，更有种值得珍藏的时尚感,小罐,sonicare,smashbox,skincare,黑珍珠,d
2016-08-03-03-09-08.txt,1,带小孩来︽⊙＿⊙︽，好像逃不过给他们喂鱼这关，妹妹每次都要喂一盒才要走xd，这里也有单车可以租借，不过民宿有提供，可以省下一笔,汤底,罗东运动公园,扣式,理想,纹面,b
2016-08-03-03-09-08.txt,2,"""tweed 饮料！！毛呢可乐　毛呢果汁tweed ︽⊙＿⊙︽.　毛呢茶 tweed tea. 太想喝了""",小池,orange,壁面,皮鞋,网路线,b
2016-08-03-03-09-08.txt,3,基本上这侧桥是以铁网交织而成，再舖以木板、花花草草交缠，有一种︽⊙＿⊙︽的氛围,吉蒸牧场,绿色隧道,台中,霍夫,车族,b
2016-08-03-03-09-08.txt,5,加完油之后我们回饭店休息，顺便讨论一下接下来的行程，因为︽⊙＿⊙︽结束之后，就开始我一个人的旅行，要跟其他伙伴们分道扬镳，这才开始感觉到有环岛的fu出现了!,店集,炎炎夏日,垦丁,社头,朴子,c
2016-08-03-03-09-08.txt,4,老卫嗑了二碗鲁肉饭，边吃边说口味很像︽⊙＿⊙︽的第一肉羹鲁肉饭。鸟先生觉得这鲁肉饭的肉燥很细碎，嚼不到什么肉感，但是油香很够，属于吃香气的一味,黄澄澄,宜兰,新庄,白河,安康,b
2016-08-03-04-11-16.txt,3,新北市嘉年华商圈持续来到第二条线，这次我们走访坪林、深坑商圈，安排一日游是个很不错的休闲好去处，来看看我这次规划玩了什么样的地点，当然坪林老街和︽⊙＿⊙︽是绝不会错过的好地方，跟着我一起走吧,深坑老街,瓦城泰国料理,冠头,神蝶篇,畚箕,a
2016-08-03-04-11-16.txt,2,在︽⊙＿⊙︽乘凉后，到了允嘉和小啾的午睡时间，所以我们先回文子家小歇，以迎接傍晚的安平庆平海产大餐，庆平一整桌海产满汉全席，鲜味美味满点，但因为有长辈在不好意思拍照，所以就没办法分享给大家留口水啦,孔庙,全妆,魔镜,个性,酸度,a
2016-08-03-04-11-16.txt,1,再回到这次的重点星钻漾采︽⊙＿⊙︽的#313黄昏，真的可以说是神级美丽的梦幻配色，以黄昏为名，就像是夕阳辉映，映射出来的各种金色、大地色，甚至是暮光的薄暮色调，就这样把一个美丽的黄昏美景，搜罗进一盒星钻漾采︽⊙＿⊙︽之中,德寿宫,泳裤,眼影,数人,黑手,c
2016-08-03-04-11-16.txt,4,来到这里品尝第一杯︽⊙＿⊙︽咖啡，在这里可以看到所喝的咖啡，是经过如此多道手续才能完成所喝的精华,泰武,院长,文山,海洋牧场,座标,a
2016-08-03-04-11-16.txt,5,703︽⊙＿⊙︽~台北※固定班假日停 台北客运 ︽⊙＿⊙︽二站总站 下车步行至老街约15分,三峡,总汇,东引,新埤,红面,a
2016-08-03-05-13-24.txt,1,然后是腮红的部分，我买了两块 ...，外盒属于方形，边边角角带点弧度，同样是全黑钢琴烤漆的外盒，唯在正中间的部分烙有大大的gg logo，精品的同时也相当霸气，就是相当︽⊙＿⊙︽这几年的logo风格,gucci,天色,三馆,珍珠,古式,a
2016-08-03-05-13-24.txt,3,首先，礼盒包装也就是︽⊙＿⊙︽ 一贯的硬礼盒，虽然没那么有新意，但也经典，而且质感也够好，我自己都会留这样的︽⊙＿⊙︽礼盒，拿来收纳堆叠起来好看、美观，同时又实用，上面还是很单纯的︽⊙＿⊙︽ logo而已，也没有杂七杂八的字样干扰,水货,羽翼,手部保养,neogence,chanel,e
2016-08-03-05-13-24.txt,2,"就算国外来的观光客朋友,也可以从桃园机场搭捷运到︽⊙＿⊙︽后坐国光客运直达宜兰了耶!!high不high!",南港展览馆,酱子,逆龄,午觉,芳香,a
2016-08-03-05-13-24.txt,4,，基地面积六千七百多坪，总楼板面积七万一千三百六十三坪，是全台︽⊙＿⊙︽单馆最大分店,新光三越,悟饕,农路,春水,彩虹桥,a
2016-08-03-05-13-24.txt,5,而且推没几下︽⊙＿⊙︽很快就被肌肤通通吸收　肌肤会透出充满水感的光泽就像是都把水吃进去了一,水凝冻,lavshuca,专科,baviphat,植物油,a
2016-08-03-06-15-32.txt,1,交通指引：由︽⊙＿⊙︽搭乘客运到新屋总站下车后，经中正路进入110巷步行约5分,中坜,蜘蛛人,面板,项链,镜光,a
2016-08-03-06-15-32.txt,2,以往要麻烦昌哥到︽⊙＿⊙︽高铁接送，现在多了高雄捷运可转乘，可直接杀到中央公园站,左营,糖份,霜类,幕斯,分子,a
2016-08-03-06-15-32.txt,3,我们走到公车站，想要直接搭中兴客运从士林回︽⊙＿⊙︽，valence陪我们等车，直到我们上车之后，他才走到对面去搭捷运,口福,桃园机场,大台,烽炮,中坜,e
2016-08-03-06-15-32.txt,4,这次来到︽⊙＿⊙︽入住，分享老屋绝对是不可少的环节之一，历史之都的︽⊙＿⊙︽，老屋是更贴近了解︽⊙＿⊙︽最棒方法之一,台南,港景,学堂,三貂岭,树林,a
2016-08-03-06-15-32.txt,5,3. ︽⊙＿⊙︽号目前没有经海线的班次。而要︽⊙＿⊙︽号停这五个，目前只有普通车停靠的木造车站，更只有靠这种特别行程，才有机会看得到,水乐园,太鲁阁,石牌,乌坵,吹雪,b
2016-08-03-07-17-41.txt,2,门口的左边有个超︽⊙＿⊙︽洞，里面则是有只『打瞌睡龙猫』。外面设计有个按钮，按下之后，就会听到龙猫的打呼声，龙猫肚子也会上下起伏唷,桃红,金缕,搭机,大树,整桌,d
2016-08-03-07-17-41.txt,1,一样这样的使用方式让原本也是过于浓润的肌肤之钥的无龄透白防晒乳可以轻盈不少，却又能够让︽⊙＿⊙︽自律循环液得到最好的善用，而且也不会因为质地变轻盈，就牺牲了原本达spf50/pa+++的肌肤之钥的无龄透白防晒乳高规格防晒，因为防晒的效果其实在于用量，而并非质地，所以其实在原本既定的用量下，只是让它变稀、变轻盈，也不会影响到防晒系数，却能在使用上更舒适、更轻盈，也更舒服，也是一个变通的小方法,ipsa,血糖,生物科技,石柱,糖水,a
2016-08-03-07-17-41.txt,3,"""询问大家有没有推荐的饭店或商旅 毕竟翠蕊我主要还是去工作的 因此房价部分就尽量以交通费可以 cover 的选择为主啰！是说近年来︽⊙＿⊙︽的房价真的涨好多耶""",晶英,大员,田村,台中,梅园,d
2016-08-03-07-17-41.txt,5,有点抱歉，应该要有6色的样子的toledo时尚专业︽⊙＿⊙︽，只借到了3支，但好险好险我觉得最值得买的#nude有借到，配合ruben的超现实主义插画包装，在︽⊙＿⊙︽上最是能与这次的概念最相符,抗皱精华,舒妍,布膜,红魔束,唇膏,e
2016-08-03-07-17-41.txt,4,国道三号→国道六号→下爱兰︽⊙＿⊙︽出口→左转台14线→台21线→往日月潭→经过国际暨南大学在台21线51公里处右转→桃米村68县道经过纸教堂→『草湳湿地,山上,百里香牛肉面,交流道,行政院,马公,c
2016-08-03-08-19-50.txt,1,使用完洁颜刷后，用清水再把残余的︽⊙＿⊙︽给冲净后，你会觉得肌肤很干净，很好摸，甚至很亮，很舒服，你真的会忍不住一直想要摸自己的脸，一直摸。宛如就是做完一次脸或敷完深清面膜后的干净感，真的是用一次你就会上瘾，也因为肌肤真的被很细致的清干净后，清爽度也就能维持比较久，比较不容易出油,洗面乳,妈阁,蓝线,迷城,纸箱,a
2016-08-03-08-19-50.txt,4,我想︽⊙＿⊙︽是个有魔力的地方，让人对此留下深刻的印像，希望下次再访会是个艳阳高照的大晴天,苏美岛,总督西餐厅,康康,林百货,芹壁,e
2016-08-03-08-19-50.txt,2,而且这次还想去一些没去过的地方，该说︽⊙＿⊙︽怎么有那么多的地方　实在太适合两天一夜的小旅行,情商,台南,游戏,寰宇,长链,b
2016-08-03-08-19-50.txt,3,恳请大家来︽⊙＿⊙︽洞看海戏水，都能发挥公德心，让这海天一色的纯净美景，可以永续存留,庆安宫,品皇咖啡,邹族,热气球,石门,e
2016-08-03-08-19-50.txt,5,︽⊙＿⊙︽游船，玄光寺吃日卖万颗：阿婆茶叶蛋＞伊达邵必吃饭饭鸡翅，红茶店遇见好有戏店,澎湖,紫竹,日月潭,土沟,畚箕,c
2016-08-03-09-21-57.txt,1,︽⊙＿⊙︽ spade new york wedding belles emanuelle手,kate,有素,车身,小树,糯米,a
2016-08-03-09-21-57.txt,2,我们当天到达『新驿旅店』已经是晚上九点多了，附近算是挺热闹的，离『新时代购物中心』也很近。我觉得如果要玩『︽⊙＿⊙,小梅,台中,张照,新宿,计时,b
2016-08-03-09-21-57.txt,3,这款︽⊙＿⊙︽还可以更换滚轮  韩国好多彩妆都好特别  我觉得已经超越日本了  超好买的阿!,漱口水,media,bb霜,星炫笔,油亮,c
2016-08-03-09-21-57.txt,4,从台南火车站买套票，台南88安平线、99︽⊙＿⊙︽线的一日交通票，搭乘当日就可以不限次数上下各站点，很划算对吧,顶溪社区,台江,乳巷,文心夜市,仁和,b
2016-08-03-09-21-57.txt,5,，这几家均为独立出入口，未连接台南小︽⊙＿⊙︽，所以餐厅营业时间较长且较晚打烊，可详各店家脸书或网站公告,林森,影城,西门,西坪,台南七股,c
2016-08-03-10-24-05.txt,1,上次逛到东区新开的innisfree，发现他家的︽⊙＿⊙︽200元一块，价格品质还可以买来玩玩,眼影,雷阵雨,全票,波音,方会,a
2016-08-03-10-24-05.txt,4,故宫潮 府城游是国立故宫博物院的无墙博物馆系列，而且是南台湾唯一一场的展览，我有去︽⊙＿⊙︽看过会动的清明上河图，台南这里基于展场面积的关系，规模没办法那么大，但主办单位充份利用了隔间，并导入了数位及互动两项元素，个人觉得蛮适合带小朋友一起来看展，也可事先电话预约导览，电话0981552554,动工,扇形车站,西湖,高雄,信义,d
