file,no,content,a,b,c,d,e,ans
2016-08-02-10-34-59.txt,2,聽說台灣的原住民中以排灣族、魯凱族及︽⊙＿⊙︽族的珠子較具特色。而其中好像又以排灣族的琉璃珠最出,皮格,卑南,甲油,霓淨思,語言,b
2016-08-02-10-34-59.txt,4,，至少條狀這樣擠，也方便許多，而且一條也很便宜，當作基礎︽⊙＿⊙︽就算現在天氣很熱，天天膚也都不會太心疼，帶到脖子、手臂、胸口甚至是背,kerastase,固齒,freshel,金箔,清潔面膜,e
2016-08-02-10-34-59.txt,5,從認識kevin到現在，︽⊙＿⊙︽幾乎是我們每年必遊的景點，周邊的景點能玩的幾乎都玩了,墾丁,社頭,朴子,戀夏,花田,a
2016-08-02-11-37-06.txt,3,簡單地拿我本來就一直都有在用的一般型和特賣會到手的潤透光型做質地上的相比，一般型就是基本的透明凝膠感，當然還有喚顏凝露最獨特的味道！潤透光型就是一種宛如飾底乳的粉色感，看起來很像粉底，但其實比較單純是一種飾底乳，但基本上，沒有任何的︽⊙＿⊙︽力，而是一種給你肌膚的潤透光感,cosme,皮脂腺,遮瑕,腳毛,laduree,c
2016-08-02-11-37-06.txt,1,︽⊙＿⊙︽撲和第一代是大同小異的，同樣很柔軟，很好摸，但蝴蝶傑的部分，第一代是淡粉色，反而是第二代是桃粉色，略有不同，但粉撲都相當柔軟、好摸,蜜粉,郊遊,出力,蛋蛋,列車,a
2016-08-02-11-37-06.txt,2,2009年幫︽⊙＿⊙︽草莓季開發的︽⊙＿⊙︽草莓餅乾，一同開創了︽⊙＿⊙︽草莓季的觀光盛,鬼混,情景,小護士,大湖,愛馬仕,d
2016-08-02-11-37-06.txt,5,宜蘭縣︽⊙＿⊙︽湖北村的螃蟹冒泡是夏天消暑的好去處，地點位於從員山過了茄苳橋後台九甲線路旁，是通往雙連埤與福山植物園的必經之地。大湖地區由於水源豐沛，所以很多地方都有湧泉，此地就是一處自然形成的地底湧泉區。此處位處沙地，地底下有十幾個直徑大約10公分的小洞，當地下水從池子底部湧出時，會從池底冒出很多的小泡泡，池底的細沙會隨著泡泡翻動，感覺很像螃蟹吐泡泡，故此地被當地居民稱為『毛蟹冒泡』&lt;此段引用,一帶,東東芋圓,玉井,員山鄉,阿凱,d
2016-08-02-11-37-06.txt,4,喜歡米堤的假山瀑布，喜歡它的豪華門面，喜歡它的附加設施，更喜歡米堤全體上下員工給人賓至如歸的服務，這趟︽⊙＿⊙︽行能有個舒服的一晚都拜米堤所賜，我相信米堤給顧客的好印象，也會使飯店價值提升，再者︽⊙＿⊙︽高級的飯店不多，回鍋率一定是高居不下的,美術館,秋意,輕井澤,頂溪社區,溪頭,e
2016-08-02-12-39-15.txt,1,"跟 白金 platinum還有下面要介紹的 水銀 mercury 一樣,都是在霓采︽⊙＿⊙︽霜這",元祖,眼影,工場,礦車,一碟,b
2016-08-02-12-39-15.txt,2,而是這裡環境還算乾淨又有冷氣~所以已經很習慣到︽⊙＿⊙︽會先坐到陳家裡點些小東西來,畫上,安平,外皮,概念,投影,b
2016-08-02-12-39-15.txt,3,老爺大飯店在旗下有~台北老爺酒店、新竹老爺酒店、知本老爺酒店及︽⊙＿⊙︽老爺酒店,民藝街,礁溪,桑拿,山上,瓦城泰國料理,b
2016-08-02-12-39-15.txt,4,皮脂分泌旺盛的年輕肌膚，容易成為青春痘菌的樂園。痘菌釋放出解脂酵素來分解肌膚過多的皮脂，將皮脂轉化為它們的美食，剩下的殘餘物則變成游離脂肪酸，刺激毛孔，引起發炎症狀。︽⊙＿⊙︽特別針對痘菌的飲食習慣下手,艾杜紗,origins,茶籽油,紅魔束,婊姐,a
2016-08-02-12-39-15.txt,5,"""這裡簡單的紀錄一下修護和完成後的模樣，希望未來龍田役場這麼棒的地方可以做更多元的功用，因為不靠政府保存，需要靠民間的力量把這個歷史建物保留下來，當然修護或維護老屋，也需要認同理念的人一起出錢出力，如果要捐款，請洽役場臉書上的聯絡方式。目前這裡不定期舉辦一些有趣的活動和市集，大家有空來台東，不妨來這個特別的老屋走走。︽⊙＿⊙︽鹿野鄉龍田村光榮路135""",火車頭,中山,旅晶,台東縣,宜蘭頭城,d
2016-08-02-13-41-21.txt,1,這裡的池是直接與外面的︽⊙＿⊙︽相通的，所以除了魚外，也有機會釣到螃蟹及其他海裡生物,牛骨湯,淡水,水解,泰銖,靠櫃,b
2016-08-02-13-41-21.txt,4,魚的部分，招牌醬烤台灣鯛也很好吃唷~~醬汁︽⊙＿⊙︽入味，這盤一下子就被秒殺啦x,餡料,平溪鄉,太酸,關山,燒烤,e
2016-08-02-13-41-21.txt,3,除了咖啡本身的香醇吸引不少饕客之外，3d壁畫及老夫子的︽⊙＿⊙︽讓美崙咖啡成為近來很夯的景,野柳,特區,彩繪村,阿家,台中金典酒店,c
2016-08-02-13-41-21.txt,2,正興街與國華街交岔路口~︽⊙＿⊙︽甘味處、小滿食堂、iori tea hous,格蘭德,正色,蜷尾家,喬巴,一皿,c
2016-08-02-13-41-21.txt,5,巴洛克建築，是︽⊙＿⊙︽的特色　左右牌樓的不同建築　在在代表了那個年代的那些故事,大溪老街,修建,水源,汕尾,小琉球,a
2016-08-02-14-43-31.txt,1,站在︽⊙＿⊙︽車站會有一種錯覺，怎麼前面是木造的車站，後面又是現代化高架的車站x,竹田,桃色,毛色,樂福鞋,視力,a
2016-08-02-14-43-31.txt,2,花東的海味：路邊現殺海膽、阿美族燻烤飛魚、新社噶瑪蘭野生龍蝦、︽⊙＿⊙︽旗魚大,恩賜,成功,烤盤,法義,玩色,b
2016-08-02-14-43-31.txt,3,nereus高效滲透︽⊙＿⊙︽真的精華液超水潤～敷上去會覺得補給了好多精華在臉上,蔡亮,刷毛,保濕面膜,uemura,suqqu,c
2016-08-02-14-43-31.txt,5,一口咬下才發現，這︽⊙＿⊙︽酥裡有真材實料的︽⊙＿⊙︽餡，甜而不膩還包藏著麻糬在內，也讓入口的感覺更有層次,大鵬灣,手藝,高粱,西湖,芋頭,e
2016-08-02-14-43-31.txt,4,畫中記錄當時兒童衣物與桌上很讚的玩具，可以看出這家中小孩受到寵愛的程度，牆上的日曆11月12日正巧是孫︽⊙＿⊙︽生日應該是別有含意,鄉村,新蓋,湖西鄉,莫內花園,中山,e
2016-08-02-15-45-39.txt,2,鄂王社區鄰近宜蘭河支流︽⊙＿⊙︽溝，清朝船運興盛之際，百工匠師匯聚在此，修築城內廟宇,西門,小碗,瘦子,莫代爾,圍裙,a
2016-08-02-15-45-39.txt,1,✦ 全新瞬白奇蹟持久︽⊙＿⊙︽升級版 spf50+ pa++   30ml  nt$1800  全6,梯田,粉底液,白木,芒草,雜貨,b
2016-08-02-15-45-39.txt,4,永遠買不夠買了還想再買，用了還想再用，我日常妝容超過一大半都是用︽⊙＿⊙︽來完,百合花,青汁,霓淨思,身體防曬,lunasol,e
2016-08-02-15-45-39.txt,3,到︽⊙＿⊙︽北竿，除了芹壁聚落是個很值得待的地方，其他地方也是可以去走走拍照，騎摩托車大概花個半天就可以逛完,晶華酒店,馬祖,指引方向,周家庄,歷史性,b
2016-08-02-15-45-39.txt,5,話說，走這一趟︽⊙＿⊙︽，真的看到很多風災的後續影響、或是整建工程仍在持續啊.....,台東,田山,閩南書院,四草大橋,玉泉,a
2016-08-02-16-47-48.txt,1,週六下午來到白河靠近台南與︽⊙＿⊙︽交界的小村落，鄉間的一條小道上，初夏的此時，整條路上都散發著金黃色的光芒~,疹子,嘉義,恰恰好,漢娜,木舟,b
2016-08-02-16-47-48.txt,3,週休懶懶的起床後，從世貿/101站 前往東門站，前往︽⊙＿⊙︽街很有名的早午餐『eating time,西門町,大陸,中寮,小吃,永康,e
2016-08-02-16-47-48.txt,4,要不然一樣是花東縱谷一樣的水源，為何︽⊙＿⊙︽、富里或關山就是沒有池上米的名號呢,玉里,雙連,御室,一心一路,安平港,a
2016-08-02-16-47-48.txt,2,"""繼續往︽⊙＿⊙︽村方向走，沿著瑞峰國小的圍牆邊往下開，就會抵達""""黑糖農莊""""，他們可是麵包大師""""吳寶春""""指定選用的黑糖^""",烤貝,娃娃,關山,腦海,乳酸,c
2016-08-02-16-47-48.txt,5,南投的腹地很大！埔里算是離台中來說距離算近的一塊，也是通往日月潭、清境、︽⊙＿⊙︽、紙教堂等地方會經過的區塊,旗津,駕車,九族文化村,人潮,七美島,c
2016-08-02-17-49-56.txt,1,mac antonio lopez ︽⊙＿⊙︽ face palette – limited edition – $46.5,台詞,腋毛,pink,樂扣,老房,c
2016-08-02-17-49-56.txt,2,番茄可以生食，也可以入菜，是營養豐富、物美價廉的健康蔬果，每天吃番茄更是對健康有很大的幫助。台︽⊙＿⊙︽的農業改良場為了讓番茄能耐熱栽種，特地從亞洲蔬菜中心進行雜交授粉，這個中心成立於1973年，是亞洲銀行與美、日、韓、泰、菲和台灣共同贊助，專門從事熱帶蔬果改良的研究，從成立以來，就不斷蒐集世界各地各種蔬菜作物的種源，對國內蔬果的品種改良幫助非常大,腰頭,南區,粉紅,黛安娜,學會,b
2016-08-02-17-49-56.txt,4,把︽⊙＿⊙︽從盒子裡面拿出來看看，可以發現每個︽⊙＿⊙︽都有一個精典的娃娃頭呢,於剛,prada,cleansing,夾心,指甲油,e
2016-08-02-17-49-56.txt,3,我也喜歡南方莊園的早餐，同樣是自助吧的方式提供，有現煎歐姆蛋、太陽蛋、︽⊙＿⊙︽式多樣餐點，麵包、沙拉、優格、咖啡機、果汁、牛奶等等,中西,靈魂,鵝姐,金崙,苓雅區,a
2016-08-02-17-49-56.txt,5,"""浴室裡的盥洗用沐浴乳、洗髮乳。再來看看早餐吧！康橋的早餐真的是令我驚豔，一晚2000左右的住宿，早餐竟然如此豐盛！峰大不諱言曾經在台北︽⊙＿⊙︽住宿一晚4000元的旅館，早餐還不如康橋商旅呢""",園站,跨海大橋,武嶺,北投,延途,d
2016-08-02-18-52-03.txt,2,哈，我終於到了這個奇形怪狀的博物館了！之前看到好多人在介紹這個特別造型的︽⊙＿⊙︽時，就一直很想去！這次宜蘭行的行程雖然是在羅東，可是我還是騎著摩托車從羅東奔去頭城，幸好原本下著雨的天氣轉為了陰天，不曬又舒服，慢慢騎著機車晃到頭城，不過有點遠，騎久了還真累咧,梅子,影子,口袋,蘭陽博物館,手環,d
2016-08-02-18-52-03.txt,1,為了怕大家走路會把︽⊙＿⊙︽漏出來~另外還有貼心附上一個小貼紙可以把封口貼製優!!這樣保養液就可完全密封在裡面,茶坊,精華液,味全,共生,全州,b
2016-08-02-18-52-03.txt,3,"""原本是打算把另一瓶完美靚亮水︽⊙＿⊙︽送給你們的 但我真的太乾就直接拆了先使用""",山梨醇,holika,精華液,smashbox,鼠尾草,c
2016-08-02-18-52-03.txt,4,同行這一團裏不只3c類的，有各領域的部落客，所以有些是小米認識的朋友，有的真的是第一次見面，還好工作人員有幫忙介紹了一下，從台北到雲林︽⊙＿⊙︽大約要三小時的行程式，所以大家就開始 zzzz....z.z.z..z.zzzz了,紫宸殿,竹子湖,寶島,虎尾,東海大學,d
2016-08-02-18-52-03.txt,5,接著要分享一下的是這陣子平常的上班妝，可以看看不用色系︽⊙＿⊙︽畫起來的感覺這樣唷,消腫,neom,眼線,蜜葳特,皂類,c
2016-08-02-19-54-11.txt,1,這是昨晚在麥當勞的戰利品~日本的kitty~今天跑去了︽⊙＿⊙︽曬曬太陽~其實這篇文章不太多的文字...只是想讓大家看看艷陽高照的海邊~因為每年夏天~好像就是該到海邊走走~或許~不是玩水~或許就只是單純地看看海,單品,大戰,桂圓,北海岸,燕窩,d
2016-08-02-19-54-11.txt,3,說真的，除了在︽⊙＿⊙︽之外，熊幾乎沒有對任何台灣其他地方的飯店bar有任何感,都蘭,米蘭,汕頭火鍋,品茗,台北,e
2016-08-02-19-54-11.txt,2,︽⊙＿⊙︽車站奇特景觀，︽⊙＿⊙︽村的純樸寧靜的村莊，貂山古道的幽靜清閒步道，各各讓我印象深,衛衣,離境,牡丹,高鐵,間距,c
2016-08-02-19-54-11.txt,4,明明很忙的二姐，還抽時間帶我們到鎮上吃飯，真是太熱情。原本要去吃消防局旁邊的無名板條，結果關店，改去中正路後方︽⊙＿⊙︽街上的日勝飲食店，這間可是間老店，以前蔣經國先生曾來吃過三次，生意很好，假日沒訂位應該沒的吃，裡面都是道地的客家菜,海面,福隆,義大世界,和平,醫學,d
2016-08-02-19-54-11.txt,5,︽⊙＿⊙︽的這個發電廠非常現代化，非常環保，乾淨到都可以隨時讓人參觀的地步，是台灣垃圾發電廠的先驅之一。如果你身邊有帶著小朋友的話，不妨順便上個機會教育，培養小孩環保的概念,扇形車站,樹湖,高雄,西湖,奧克蘭,c
2016-08-02-20-56-19.txt,1,落羽松的葉姿輕盈飄逸，掉落時似如飄落的羽毛，很是優雅，我們這天十點從︽⊙＿⊙︽出發，既賞美景又吃到地方美食，四點剛好回︽⊙＿⊙︽接小孩下課，好完美的時程~,板橋,肚肚,肯吉丘,用心,沙朗,a
2016-08-02-20-56-19.txt,2,店內招牌是知名的︽⊙＿⊙︽冰淇淋，懷念的古早味枝仔冰，在深坑也吃得到，這間︽⊙＿⊙︽冰淇淋店，有提供各式各樣的口味選擇,大獎,深坑豆腐,意願,城中心,線筆,b
2016-08-02-20-56-19.txt,4,不過時間過的很快，很快的就到出發的時間，於是大夥兒在︽⊙＿⊙︽高鐵站集結後，準備向福壽山出發！,田村,來品,大員,賞桐花,台中,e
2016-08-02-20-56-19.txt,5,車上使用的是garmin的導航系統，如果是從家車帶的話可能來到︽⊙＿⊙︽也找不到路，這裡集結了︽⊙＿⊙︽所有熱門旅遊景點，就像我事先沒做太多功課，直接使用導航內的景點到處玩,展館,通化街夜市,米亞丸,竹南,金門,e
2016-08-02-20-56-19.txt,3,︽⊙＿⊙︽碼頭沿岸有一整排的苦楝花，雖然數量不少，不過多屬幼木不大株，一眼望過去並沒有美麗的感覺，還是近觀特寫比較水。苦楝花的花心為深紫色，四周花瓣為白色，經過會聞到一股獨特香氣，苦楝素據說可作為高效殺蟲劑,瑞穗,埔里酒廠,淡水,藝術,興隆路,c
2016-08-02-21-58-27.txt,2,古都︽⊙＿⊙︽，除了有著名的美食外，更是一本活教材，兩天一夜的︽⊙＿⊙︽輕旅行，let's go,佐餐,五色,台南,藥妝店,書櫃,c
2016-08-02-21-58-27.txt,1,"很厲害, 他除了能修飾膚色之外, 還有超高的的防曬係數, 而且︽⊙＿⊙︽力很好",海盜,歇角,遮瑕,區位,聯絡,c
2016-08-02-21-58-27.txt,4,今年聖誕彩妝。默默的被︽⊙＿⊙︽的超值組合點火以後....也默默的訂了美諦高絲的聖誕組,lunasol,霓淨思,肌能,補貨,身體防曬,a
2016-08-02-21-58-27.txt,3,蕃薯藤有機手工烘培就位於大溪tina廚房隔壁，幾位友人都給予蕃薯藤的有機麵包好評價，連遠在苗栗︽⊙＿⊙︽開民宿的前長官，都是採買這家的麵包來當客人的早餐點心,安平港,南庄,筲箕,村崗北路,阿淳,b
2016-08-02-21-58-27.txt,5,走→松園別館喝咖啡→遠雄悅來大飯店休息→花蓮夜市吃小吃→︽⊙＿⊙︽店→海埔蚵仔煎→來成排骨麵→回飯,香肉,桃園市,金棗,永安,公正包子,e
2016-08-02-23-00-35.txt,2,天台一直都是︽⊙＿⊙︽的重要指標，這棟樓現在也很方便，裡面有很便宜的火鍋店，也有很便宜的ｋｔｖ，還有很便宜的ｍｔｖ,信仰,三格,消費者,三重,名代,d
2016-08-02-23-00-35.txt,1,我瞄了那蛋餅一眼沒表示意見，因為那張蛋餅照是大沒錯，但好像也沒有太過厲害的樣子，不過因為我沒作功課，也不知附近那有好吃的，只好被肚子餓的咕咕叫的右上帶到︽⊙＿⊙︽老街，更正確的是︽⊙＿⊙︽傳統市場旁這間在台北我經過一百次也不會走進去的店..,便利性,沙美,英文字母,淡妝,唇況,b
2016-08-02-23-00-35.txt,3,這是我第二次去香草菲菲，九月中員工旅遊的行程和我今年四月初和朋友去的行程︽⊙＿⊙︽小,三貂嶺,尚德,政府,市長,大同,e
2016-08-02-23-00-35.txt,4,這個我之前在︽⊙＿⊙︽夜市有看到，一次要一百塊，這邊一顆只要30元，還挺划算的勒,環路,台南,三貂嶺,王公,樹林,b
2016-08-02-23-00-35.txt,5,因此 台北=&gt;︽⊙＿⊙︽天元宮=&gt;︽⊙＿⊙︽阿給=&gt;回家睡覺 這樣的行程就出現,埔里酒廠,興隆路,淡水,凌霄閣,雁塔,c
2016-08-03-00-02-43.txt,2,夜晚伴隨陣陣蛙鳴到天亮，可惜當天雲層太厚，看不到日出，改走到民宿斜對面的︽⊙＿⊙︽國小晃,隙頂,全餐,條碼,光頭,大家庭,a
2016-08-03-00-02-43.txt,3,而且它的︽⊙＿⊙︽我這邊就要詳細地大力稱讚一下了 比起台製平價的面膜︽⊙＿⊙︽ lululun的︽⊙＿⊙︽比較沒有那麼,酸鹼,染劑,holika,smashbox,精華液,e
2016-08-03-00-02-43.txt,1,另外在彩虹來了旁邊的一間小小的老房子裡，也新開了一間可愛的散步甜食店”︽⊙＿⊙︽”，賣的是相當濃郁美味的冰淇淋和一些小點心，雖然老房子的店面很小，但是卻布置得相當有日本味，好像在京都裡的一些小店，十分有味道,戒指,毒素,蜷尾家,機票,眼袋,c
2016-08-03-00-02-43.txt,5,很久沒到︽⊙＿⊙︽了，其實現在︽⊙＿⊙︽是個很棒的休閒旅遊去處。現在又多個滑水活動可以體驗喔,茶坊,郵局,合富輪,桃園機場,蓮池潭,e
2016-08-03-00-02-43.txt,4,後來我只好非常認真的早晚都保養，外加偶爾還會宵夜濕敷個經典有機植萃系列︽⊙＿⊙,蔻蘿蘭,化妝水,holika,紋路,水腫,b
2016-08-03-01-04-51.txt,1,這次新入手的開架castledew︽⊙＿⊙︽其實手滑到很扯的程度完全都是自己燒自己,平菁,冷凝,眼影,技能,木造,c
2016-08-03-01-04-51.txt,3,媒體記者會當天還特別從日本請來植村秀的國際藝術總監來示範這季秋冬brave ︽⊙＿⊙︽的彩妝趨,全館,乳是,音波淨膚儀,beauty,淡斑精華,d
2016-08-03-01-04-51.txt,2,與我的膚色搭配起來，整個就是『完美』兩字形容，要讓我喜歡的︽⊙＿⊙︽，真的不容易找,唇膏,港劇,客邦,開園,眷村,a
2016-08-03-01-04-51.txt,5,吃飽喝足繼續在︽⊙＿⊙︽台2線上奔馳，車子開過三芝市區，看到民主公王水車園區指示牌右轉100公尺即達，這裡距離越南小棧約10分鐘車程，三芝市區不到5分鐘車程,百里香牛肉麵,嘉義東石,北海岸,溜滑梯,熱血,c
2016-08-03-01-04-51.txt,4,旅行組內的化妝水是跟我買的一樣的濃厚款化妝水，︽⊙＿⊙︽的話這是我第一次用，還滿好用的耶...,水彩,乳液,pupa,果香,lauder,b
2016-08-03-02-06-58.txt,1,還有尼力一直想去的白樹社區小小︽⊙＿⊙︽，我也很喜歡︽⊙＿⊙︽，感謝尼力帶我踩了一個新景點,無菜,彩繪村,臨場,八輯,鞋帶,b
2016-08-03-02-06-58.txt,2,通常這要那種做得非常滋潤濃稠的︽⊙＿⊙︽才有辦法做到 要像百匡這瓶一樣單純清爽的水狀根本不可能!!,客氣,化妝水,順路,政府,鐵皮,b
2016-08-03-02-06-58.txt,4,比起#petal ︽⊙＿⊙︽顏色更紅一點、橙一點、珊瑚一點，飽和度更好，但同樣是暖色的呈現，如果想要更存在感的色調，但又是比較安全一點的，就可以參考這個#coral reef，柔嫩粉彩的珊瑚色調,實搭性,pink,蛋肌,diptyque,derma,b
2016-08-03-02-06-58.txt,3,因為鄰近︽⊙＿⊙︽的關係，所以可以看到不時冒煙的大煙囪，社區居民還提倡環保，向︽⊙＿⊙︽要廢材來重新打造出家具用品再販售，而椰子殼則可以重新再造二胡，讓廢物再次利用,合富輪,南屯,辦理,工業區,岩山,d
2016-08-03-02-06-58.txt,5,最值得稱許的是，除了隱約的浮雕chanel logo外，下方壓有法文joie de vivre字樣，意思指生活的樂趣，甚至是生活的熱情等 ...，除此之外，沒有再討人厭的壓上make up或是︽⊙＿⊙︽等字樣，反而讓這樣chanel結合joie de vivre，更有種值得珍藏的時尚感,小罐,sonicare,smashbox,skincare,黑珍珠,d
2016-08-03-03-09-08.txt,1,帶小孩來︽⊙＿⊙︽，好像逃不過給他們餵魚這關，妹妹每次都要餵一盒才要走xd，這裡也有單車可以租借，不過民宿有提供，可以省下一筆,湯底,羅東運動公園,扣式,理想,紋面,b
2016-08-03-03-09-08.txt,2,"""tweed 飲料！！毛呢可樂　毛呢果汁tweed ︽⊙＿⊙︽.　毛呢茶 tweed tea. 太想喝了""",小池,orange,壁面,皮鞋,網路線,b
2016-08-03-03-09-08.txt,3,基本上這側橋是以鐵網交織而成，再舖以木板、花花草草交纏，有一種︽⊙＿⊙︽的氛圍,吉蒸牧場,綠色隧道,台中,霍夫,車族,b
2016-08-03-03-09-08.txt,5,加完油之後我們回飯店休息，順便討論一下接下來的行程，因為︽⊙＿⊙︽結束之後，就開始我一個人的旅行，要跟其他夥伴們分道揚鑣，這才開始感覺到有環島的fu出現了!,店集,炎炎夏日,墾丁,社頭,朴子,c
2016-08-03-03-09-08.txt,4,老衛嗑了二碗魯肉飯，邊吃邊說口味很像︽⊙＿⊙︽的第一肉羹魯肉飯。鳥先生覺得這魯肉飯的肉燥很細碎，嚼不到什麼肉感，但是油香很夠，屬於吃香氣的一味,黃澄澄,宜蘭,新莊,白河,安康,b
2016-08-03-04-11-16.txt,3,新北市嘉年華商圈持續來到第二條線，這次我們走訪坪林、深坑商圈，安排一日遊是個很不錯的休閒好去處，來看看我這次規劃玩了什麼樣的地點，當然坪林老街和︽⊙＿⊙︽是絕不會錯過的好地方，跟著我一起走吧,深坑老街,瓦城泰國料理,冠頭,神蝶篇,畚箕,a
2016-08-03-04-11-16.txt,2,在︽⊙＿⊙︽乘涼後，到了允嘉和小啾的午睡時間，所以我們先回文子家小歇，以迎接傍晚的安平慶平海產大餐，慶平一整桌海產滿漢全席，鮮味美味滿點，但因為有長輩在不好意思拍照，所以就沒辦法分享給大家留口水啦,孔廟,全妝,魔鏡,個性,酸度,a
2016-08-03-04-11-16.txt,1,再回到這次的重點星鑽漾采︽⊙＿⊙︽的#313黃昏，真的可以說是神級美麗的夢幻配色，以黃昏為名，就像是夕陽輝映，映射出來的各種金色、大地色，甚至是暮光的薄暮色調，就這樣把一個美麗的黃昏美景，蒐羅進一盒星鑽漾采︽⊙＿⊙︽之中,德壽宮,泳褲,眼影,數人,黑手,c
2016-08-03-04-11-16.txt,4,來到這裡品嚐第一杯︽⊙＿⊙︽咖啡，在這裡可以看到所喝的咖啡，是經過如此多道手續才能完成所喝的精華,泰武,院長,文山,海洋牧場,座標,a
2016-08-03-04-11-16.txt,5,703︽⊙＿⊙︽~台北※固定班假日停 台北客運 ︽⊙＿⊙︽二站總站 下車步行至老街約15分,三峽,總匯,東引,新埤,紅面,a
2016-08-03-05-13-24.txt,1,然後是腮紅的部分，我買了兩塊 ...，外盒屬於方形，邊邊角角帶點弧度，同樣是全黑鋼琴烤漆的外盒，唯在正中間的部分烙有大大的gg logo，精品的同時也相當霸氣，就是相當︽⊙＿⊙︽這幾年的logo風格,gucci,天色,三館,珍珠,古式,a
2016-08-03-05-13-24.txt,3,首先，禮盒包裝也就是︽⊙＿⊙︽ 一貫的硬禮盒，雖然沒那麼有新意，但也經典，而且質感也夠好，我自己都會留這樣的︽⊙＿⊙︽禮盒，拿來收納堆疊起來好看、美觀，同時又實用，上面還是很單純的︽⊙＿⊙︽ logo而已，也沒有雜七雜八的字樣干擾,水貨,羽翼,手部保養,neogence,chanel,e
2016-08-03-05-13-24.txt,2,"就算國外來的觀光客朋友,也可以從桃園機場搭捷運到︽⊙＿⊙︽後坐國光客運直達宜蘭了耶!!high不high!",南港展覽館,醬子,逆齡,午覺,芳香,a
2016-08-03-05-13-24.txt,4,，基地面積六千七百多坪，總樓板面積七萬一千三百六十三坪，是全台︽⊙＿⊙︽單館最大分店,新光三越,悟饕,農路,春水,彩虹橋,a
2016-08-03-05-13-24.txt,5,而且推沒幾下︽⊙＿⊙︽很快就被肌膚通通吸收　肌膚會透出充滿水感的光澤就像是都把水吃進去了一,水凝凍,lavshuca,專科,baviphat,植物油,a
2016-08-03-06-15-32.txt,1,交通指引：由︽⊙＿⊙︽搭乘客運到新屋總站下車後，經中正路進入110巷步行約5分,中壢,蜘蛛人,面板,項鏈,鏡光,a
2016-08-03-06-15-32.txt,2,以往要麻煩昌哥到︽⊙＿⊙︽高鐵接送，現在多了高雄捷運可轉乘，可直接殺到中央公園站,左營,糖份,霜類,幕斯,分子,a
2016-08-03-06-15-32.txt,3,我們走到公車站，想要直接搭中興客運從士林回︽⊙＿⊙︽，valence陪我們等車，直到我們上車之後，他才走到對面去搭捷運,口福,桃園機場,大台,烽炮,中壢,e
2016-08-03-06-15-32.txt,4,這次來到︽⊙＿⊙︽入住，分享老屋絕對是不可少的環節之一，歷史之都的︽⊙＿⊙︽，老屋是更貼近了解︽⊙＿⊙︽最棒方法之一,台南,港景,學堂,三貂嶺,樹林,a
2016-08-03-06-15-32.txt,5,3. ︽⊙＿⊙︽號目前沒有經海線的班次。而要︽⊙＿⊙︽號停這五個，目前只有普通車停靠的木造車站，更只有靠這種特別行程，才有機會看得到,水樂園,太魯閣,石牌,烏坵,吹雪,b
2016-08-03-07-17-41.txt,2,門口的左邊有個超︽⊙＿⊙︽洞，裡面則是有隻『打瞌睡龍貓』。外面設計有個按鈕，按下之後，就會聽到龍貓的打呼聲，龍貓肚子也會上下起伏唷,桃紅,金縷,搭機,大樹,整桌,d
2016-08-03-07-17-41.txt,1,一樣這樣的使用方式讓原本也是過於濃潤的肌膚之鑰的無齡透白防曬乳可以輕盈不少，卻又能夠讓︽⊙＿⊙︽自律循環液得到最好的善用，而且也不會因為質地變輕盈，就犧牲了原本達spf50/pa+++的肌膚之鑰的無齡透白防曬乳高規格防曬，因為防曬的效果其實在於用量，而並非質地，所以其實在原本既定的用量下，只是讓它變稀、變輕盈，也不會影響到防曬係數，卻能在使用上更舒適、更輕盈，也更舒服，也是一個變通的小方法,ipsa,血糖,生物科技,石柱,糖水,a
2016-08-03-07-17-41.txt,3,"""詢問大家有沒有推薦的飯店或商旅 畢竟翠蕊我主要還是去工作的 因此房價部分就盡量以交通費可以 cover 的選擇為主囉！是說近年來︽⊙＿⊙︽的房價真的漲好多耶""",晶英,大員,田村,台中,梅園,d
2016-08-03-07-17-41.txt,5,有點抱歉，應該要有6色的樣子的toledo時尚專業︽⊙＿⊙︽，只借到了3支，但好險好險我覺得最值得買的#nude有借到，配合ruben的超現實主義插畫包裝，在︽⊙＿⊙︽上最是能與這次的概念最相符,抗皺精華,舒妍,布膜,紅魔束,唇膏,e
2016-08-03-07-17-41.txt,4,國道三號→國道六號→下愛蘭︽⊙＿⊙︽出口→左轉台14線→台21線→往日月潭→經過國際暨南大學在台21線51公里處右轉→桃米村68縣道經過紙教堂→『草湳濕地,山上,百里香牛肉麵,交流道,行政院,馬公,c
2016-08-03-08-19-50.txt,1,使用完潔顏刷後，用清水再把殘餘的︽⊙＿⊙︽給沖淨後，你會覺得肌膚很乾淨，很好摸，甚至很亮，很舒服，你真的會忍不住一直想要摸自己的臉，一直摸。宛如就是做完一次臉或敷完深清面膜後的乾淨感，真的是用一次你就會上癮，也因為肌膚真的被很細緻的清乾淨後，清爽度也就能維持比較久，比較不容易出油,洗面乳,媽閣,藍線,迷城,紙箱,a
2016-08-03-08-19-50.txt,4,我想︽⊙＿⊙︽是個有魔力的地方，讓人對此留下深刻的印像，希望下次再訪會是個艷陽高照的大晴天,蘇美島,總督西餐廳,康康,林百貨,芹壁,e
